Team,Concept Name,Description,Team
8,Wearable Electronics transdermal patch,Using wearable electronics to carry the transdermal patch that incorporates micro needle arrays.,8
8,Elastic / Flexible Material of carrier,The carrier of micro needle arrays is made of elastic or flexible material so that it can be rolled to save storage space.,8
8,Multiple stacks,"Multiple stacks of micro needle arrays on the same carrier, either transdermal patch or wearable electronics, to realize sustained injection. ",8
8,Couple with monitoring device,Micro needle arrays with whichever carrier being coupled with monitoring device (such as blood glucose level measurement device for diabetic patients),8
8,Sterillization from the package,The package of the micro needles could be used to sterilize the skin being injected (refer to the stickers to be peeled off when using band-aid),8
8,Rounded head micro needles to reduce pain.,"Instead of all having the traditional sharp heads, micro needles could be made to have rounded heads to increase the contact area, thus reducing the pain. ",8
8,Natural-looking transdermal patch,Transdermal patch that incorporates micro needle arrays can be made to have a natural-looking (e.g. a smile face on the back of it).,8
8,Highlighted peel off point,The area that the micro needles can be peeled off from transdermal patch is highlighted in order to make it easier for users to find the area.,8
8,Metal micro needles coated with drug,The micro needles would be made out of metal. They will then be covered by a thin layer of medicine that would dissolve itself in the epidermis.,8
8,Drugs micro needles,The micro needles would be made directly out of drug so that the needles themselves would be dissolved in the epydermis.,8
8,Perforating micro needles,In this case micro needles would be used to perforate the skin. The drug would be provided via a patch stuck on the perforated skin.,8
8,Micro needles roller,The micro needles array has a cylinder shape so that the patient can just make the needles roll on his skin. Good surface.,8
8,The micro needles syringe,It is just a syringe with the needle replace by a micro needles array.,8
8,Piezo electric micro needles,Micro needles coupled with piezo electric material that acts as a pump that pushes the medicine through the micro needles,8
8,Micro needles coupled with healing product,It is not clear whether micro needles will leave marks or scars. But we could put some healing substance on the needles so that it doesn't leave any scars. ,8
8,Changing the name of micro needles,"I think that micro needles is not an attractive name. Indeed the public still hear the word needle which is associated with painful. Why for example don't we rename it ""new transdermal patch"".",8
8,Sterelizing box,"A box filled with a sterelizing product and absorbent cotton and micro needles allowing to easily carry the micro needles, sterilize both the skin and the needles.",8
8,Precut micro needles patch,"The micro needles are made out of drugs that will dissolve themselves in the epidermis thus delivering the drug. The patch of micro needles will be precut so that depending on the amount of drug you need , you cut the right amount of micro needles you need.",8
8,Air compressed application of micro needles,Some compressed air is applied via a kind of syringe. It sticks the micro needles to the skin and so solving the problem,8
8,Multiple micro needles array,"An object with at the end of each ""arms""  micro needles. The advantage is that the contact surface would be smaller allowing a better perforation of of the micro needles.",8
8,Inflatable cuff applicator,An inflatable cuff coupled with a pump would apply a pressure on the micro needles to be sure all of them preforate the skin,8
8,Autonomous wireless micro needles,"A micro needles coupled with a pump and a processor and a battery in the sae box, so that the patient can receive his medicine throughout the day.",8
8,Bracelet for continuous drug delivery,Bracelet that allows micro needles to stay in a place on the arm for example,8
8,Long micro needles covered by local anesthetic,In that case micro needles would be longer their normal length to be sure that every needles perforate the skin. Too avoid pain the needles could be covered by anesthetic.,8
8,Micro needles controlled by an Mobile App,"The micro needles coupled with the piezo material would be controlled, so that the patient can control the amount of drug released.",8
8,Micro needles for skin sensor,Use micro needle to penetrate skin and extract samples from epidermis/dermis to detect skin condition or health condition.,8
8,Target parents with young kids and chronic diseases patients,These two groups of people are identified as our biggest potential customers based on their strong desire for painless injections,8
9,Tensegrity virtual reality immersion,VR goggles and interface to control tensegrity robot,9
9,Tensegrity Assistant,Use robot as personal assistant (i.e. reminds you about meetings),9
9,Tensegrity Watchdog,Tensegrity can patrol your house to make sure everything is in order - will send alarm if it detects an intruder,9
9,Tensegrity Cars,Drive around in your tensegrity,9
9,Tensegri-Gestures,Robot controlled by hand gestures,9
9,Game Controller,"Robot controlled by everyday game controller (i.e. Xbox, Play Station, etc.)",9
9,Voice Controller,Robot controlled by voice commands,9
9,BattleBots,Tensegrity battle-bots,9
9,Light-segrity,Lights in tensegrity bars light up in the dark and when robot moves,9
9,Data acquisition from robot,"Bluetooth/wifi allows you to gather information from sensors on robot directly to computer (i.e. camera, speed, voltage, etc.)",9
9,Modular Tensegrity,Robot has supports and adapters for different sensors and features - you can put whatever you want in your robot and make any shape,9
9,Tensegrity Robot Bowling,Control robot as it goes down the lane,9
9,Tensegrity Robot Shaker,Shakes thai tea or alcohol drinks,9
9,Tensegrity Robot Clothes Drying Rack,Robot can move to make other clothes get in sun,9
9,Tensegrity Robot Wheels,Replace wheels of bikes/cars,9
9,Pathfinder,Multiple robots explore terrain to guide your path while exploring,9
9,Twister Sensor Ball,Throw robot in tornado - will collect data,9
9,Tensegrity Robot Pet Companion,Play with your dog while you are away,9
9,Tensegrity Robot Luggage Case,Robot (luggage) walks with you,9
9,Tensegrity Robot Ships,Motion in the water is faster using tensegrity robots,9
9,Aesthetics Are Key,Robot encapsulated in deformable material with customizable color,9
9,Teacher's Guide to Tensegrity,Pre-made lesson plans for teachers,9
9,Tensegrity Drone,Propellers attached to main bars convert robot into drone,9
9,Tensegrity Helping Hand,Robot can carry things to you around the house (i.e. coke),9
9,Tensegrity Submarine,"Waterproof robot, can play with underwater - at the pool",9
9,DesignYourRobot.com,"Design your robot on line (shape, size, color) before buying",9
9,Self Charging Robot,Robot knows it is running out of battery and rolls onto charging mat,9
9,Tensegrity Dodge Balls,Play dodgeball with tensegrity robots,9
9,Tensegrity Bowflex,Use tensegrity as a workout tool,9
9,Tensegrity Chess Kit,Pieces move based on user's commands,9
9,Tensegrity Crash Airbags,Replace car airbags with tensegrity robots,9
9,Tensegrity Bouncy Balls,Playground ball made out of tensegrity robots,9
9,Tensegrity Shopping Bag/Cart,Bag/Cart expands and contracts as necessary and move with you,9
9,Tensegrity X Prize,Design challenge to get tensegrity robots on another planet,9
9,Tensegrity Robot Science Olympiad,Create science olympiad competition with robots,9
9,Houses for the Homeless,Tensegrity robot houses created for homeless people as well as the victims of disasters,9
9,Radiation Shielded Robots,Used for exploring dangerous areas (i.e. nuclear accidents),9
9,Tensegrity Vacuum,Roomba for Tensegrity,9
9,Tensegrity Organizer,"Cleans up large objects - legos, clothes, etc.",9
9,Tensegrity Gardening Bot,"Rolls around garden - lays seeds, waters plants",9
9,Tensegrity Halloween Costume,Animatronic robot costume,9
9,Tensegrity Furniture,"Transformable tensegrity robot furniture - bed, couch, etc.",9
9,Tensegrity Rat Trap,Robot traps rodents - like a mousetrap,9
9,Tensegrity Impossible Wheel,Tensegrity version of impossible wheel unicycle,9
9,Tensegrity Tree-House,,9
9,Tensegrity Playground,Kids can climb all over tensegrity structure,9
9,Tensegrity Tent,Tent automatically sets itself up for you,9
9,Secure Tensioners,Use fasteners to prevent robot tensioners from disassembling,9
9,3-point Payload Fixture,Fix payload using 3-points on tensegrity bars,9
9,Tensegrity Satellites,Launch robots into space as satellites,9
9,Tesegrity-O's,Tensegrity shaped cereal,9
9,Tensegriy train,Train with cars come in tensegrity sturcture,9
9,Tensegrity artist,Put markers on the end caps and program it to make artwork,9
9,Tensegirty helicopter,Tensegrity shaped helicopter.,9
9,Tensegrity Chair,The shape of the chair can be customized,9
9,Tensegrity wheels,Enable cars to overcome more terrain,9
9,Tensegrity ferris wheel,More people can be carried,9
9,Collapsable tensegrity chair,automatically set up in configurations for classroom or auditorium,9
9,Mini-Tensegrity robot,Can morph a car into a motorcycle into a  bus,9
9,mini-Tensegrity robot theme park kit,allow kids to build tensegrity based rollercoaster,9
9,Tensegrity machine,Able to lift a car up for mechanics,9
9,Tensegrity aquarium,use glass panels for a unique aquarium shape,9
9,Tensegrity birdfeeder,put bird feed in it,9
9,Tensegrity gears,design the structure s to mesh like gears,9
9,Tensegirity bike,"low cost, light weight, can be folded",9
9,Tensegrity prosthesis, prosthesis for human being,9
9,Tensegrity morphing structures,,9
9,Tensegrity exoskeleton disabled,,9
9,Tensegrity garden,saves space; ensuring all plant get enough sunshine,9
9,Tensegrity trashcans,Tensegrity trashcans,9
9,Folding chair made of tensegrity structure,A chair that can be carried everywhere,9
9,Tensegrity BBQ grill,Tensegrity shock absorbers,9
9,Tensegrity bed,"Bed in tensegrity shape, people sleep within it and can feel more secure",9
9,Tensegrity crutch,"Stronger, and more functions and shapes available",9
9,Edible tensegrity robots,Build robots out structural candy (gummies and hard candy) kids eat afterwards,9
9,Tensegrity exoskeleton for athletes,,9
9,Tensegrity bookshelf,Tensegrity bookshelf,9
9,Tensegrity Furniture,Tensegrity Furniture,9
9,Tensegrity blender,Tensegrity blender,9
9,Tensegrity bulletproof vests,Use tons of small/strong tensegrities and fill a vest with them like a sandbay,9
9,Tensegrity grenades,Tensegrity grenades,9
9,Tensegrity Animatronics,Big animals or shapes that can be controlled ,9
9,Tensegrity Morphing buildings,,9
9,Natural Tensegrity,"Use natural materials for construction; e.g., bamboo, twine, etc.",9
9,Trashsegrity,Design competition to construct tensegrity from landfill materials,9
9,Alternative fuelsegrity,Use natural gas or plutonium to propel tensegrities,9
9,3rd world tensegrities,Use waste materials to create tensegrity for 3rd world countries,9
9,Tensegrity habitats,Use tensegrity structures to simulate habitats for animals who have lost their homes,9
9,Tensegrity laptop stand,Make a portable laptop stand using tensegrity,9
9,Tensegrity rollercoaster,Create roller coaster structure with tensegrity,9
9,Recyclesegrity,Create tensegrity out of puely recycled plastic and metal,9
9,Solar powered tensegrity,Tensegrity that is powered by solar ,9
9,Tensegrity-themed yoga,Yoga moves inspired by tensegrity structures,9
9,Tensegrity trampolines,Stretch fabric on large tensegrity and use as a trampoline,9
9,Tensegrity shake-weight,Gives the user vigorous exercise without the embarassing motion of a typical shake-weight,9
9,Tensegrity shoes,The shoes with a tensegrity structure in the bottom as a buffer,9
9,Tensegrity wind chimes,jingle in the wind,9
9,Tensegrity windmills,Cheaper,9
9,Dog house made of tensegrity,,9
9,Tensegrity drums,Pull tight drum-fabric around tensegrity and make music,9
9,Tensegrity hats,Cute,9
9,Tensegrity van,Tensegrity van,9
9,Tensegrity supports / cases for instruments,Folding properties,9
9,Tensegrity garage,available for more cars,9
9,Tensegrity roof,collect water and remove snow for options,9
9,Tensegrity bridge,allow cars to go different roads and exits while rotating,9
9,Tensegrity elevator,Can move vertically and ??,9
9,Tensegrity aero-dynamic monopolators on cars and planes,Improve fuel efficiency,9
9,DIY Robot Kit,Kit built out of everyday items,9
9,Tensegrity Weather Balloon,Use robot's impact handling capabilities to allow it to enter dangerous weather situations,9
9,Tensegrinstrument,Tensegrity robot uses varied cable tension to change notes,9
9,Tensegrity Teaching Buddy,12-year curriculum where robot grows up with child,9
9,Tensegrity Shield,Robot's impact resistance used as shield,9
9,Tensegrity Crane,Large tensegrity structure with some kind of gantry ,9
9,Tensegrity Supports for Computers,Use to help as a cooling system for computers,9
9,Tensegrity Robot Directing Traffic,Robot directs traffic,9
9,Tensegrity Roads,Roads dynamically change depending on traffic,9
9,Tensegrity Sponges,Fill tensegrity with sponge material and make bars out of abrasive material for dish cleaning,9
9,Tensegrity Sushi Bar,Robot carries sushi to customers,9
9,Tensegrity Shoe Sole,Mini-robot inserted within shoe soles,9
10,Community Score,"Based on community involvement, produce a score that community members can contribute to by upvoting/downvoting certain aspects of the neighborhood.",10
10,Wildlife Finder,"An app that points out special wildlife, plants, and animals unique to the area/current location. You can ""check-in"" to improve your score.",10
10,Today in History,Database of images of the wildlife/environment collected through users and other means. Your current location will trigger a notification showing you what the area looked like at some point in history. ,10
10,Photo Spot,Show nice places nearby to take photos of nature,10
10,Friend Score,Compare nature scores with other friends,10
10,Park Development,Show development of new parks or walkways in the area you researching,10
10,"Nature ""Official"" ","by gaining official nature score status, your score will contribute to your property value",10
10,Swagged Out,a feature that judges the quality of the nature per unit area. (density of quality nature),10
10,hazard detection,"feature of nature that alerts any hazards that are nature related in the area (poison ivy, poison oak  . . .)",10
10,"The ""Nature Score"" form ","Considering that analyzing nature on Google Maps or even Google Street is difficult, give people/realtor a specific form so they can rate by themselves their properties.",10
10,"The ""Nature Score"" valuation",Propose a tool to visualize the effects of utilities on the nature score property,10
10,The Nature reader,Can recognize nature items and tell you stories about it (characteristics etc.),10
10,Nature Event Planner,"A event planner focused on natural environments as the backdrop. For example, recommends parks with amenities ideal for a picnic party. Provides tips on how to create the least interference with natural wildlife.",10
10,A Tree A Day,"Based on your location, provides tips on how to ""make the planet cleaner."" For example, it may recommend you reuse water you used to wash veggies to water your plants. You can check-in to increase your green score.",10
10,Noise Pollution Database,A small hearing device that will record snippets of your environment and calculate the amount of noise pollution at your current location. Users will contribute to a database that can be used to calculate a general noise pollution number for an area.,10
10,Tax Deduction,Use nature score to get a home taxes discount since the nature at your home will help contribute to a cleaner environment overall.,10
10,Elevation Detection,Add nature score to area based on its relative elevation and how good of a view it would have,10
10,Allergen Map,Show areas that have specific allergens based on the plants that are in that area,10
10,community based nature score,"because some communities values different nature features differently, the community's input should be considered in the score. For instance, certain plants, or even features such as noise pollution or air quality might contribute of detract from the nature score based on the community of relative location  ",10
10,real estate metrics,Use metrics used for appraisals to help construct the computation of the nature score in an effort to become a reputable -- and possibly official -- source for estimating the value of a location,10
10,Most Improved Player,Emphasizes the district that has improved their nature score the most in recent history,10
10,Use wildlife as a metric,How many different types of animal is there? Are there visible? Are they dangerous?,10
10,Wild animal spot,Give spot where you can see wild animals in there natural habitat,10
10,User's view,Use the community to spot places where they saw animals to create a database,10
10,Wildlife Scanner,"An image-recognition application will identify certain plants or animals that users can take pictures of. It will then provide more information about the wildlife, pros and cons.",10
10,Seasons of Nature,Shows users how the nature in their neighborhood changes as the seasons change. Will provide information about weather/temperatures as well and how to prepare for the different seasons. ,10
10,Seed Exchange,"People in close proximity can post the plants they grow and offer to trade seeds/leaves for other plants to grow in their garden. Additionally, users can ask about/comment on the pros and cons of the plants in that area/climate/environment based on their own experiences.",10
10,Skype,Skype with current home owner that you're interested in,10
10,Nature Curator,Hire people who know vegetation and plants well to rank nature in and around the home,10
10,Home Price,Overlay average home price on top of nature heat map,10
10,Nature Store or something like that,A catalog that appraises different types of nature based on a diversified input from the makeup of the community. This catalog would have to be constantly updated for pieces of nature that gain or lose value. Almost like a stock market for plants.,10
10,wildlife ,Use the frequency of certain types of wildlife in an area to contribute or detract from the nature score,10
10,Good vibrations,score based on the noise pollution in the environment; in which some can have positive nature scores and some can have negative nature scores,10
10,The Sound Creator,"Too much noise? We have a device that cut the noise and pays a delightful natural music (water, birds, etc.)",10
10,The View Creator,Too much visible powerlines? We designed a device capable of making them disappear without putting them underground (cameleons biomimecry),10
10,The Ambient Creator,Living in the city? Display images of nature on your window and stop seeing buildings and streets anymore (escape the noisy city),10
10,“Plant Hunter” Free phone app (game),"The app will function as a game for urban residents to hunt down native plants in a “pokemon-go” like fashion. Different locations would have particular plants listed to find. The app would require some way to identify the plants, possibly “plant-recognition” technology that is similar to facial recognition tech used in the xbox 1 camera.",10
10,“Plantopolis” Facebook app,"This game would prompt users to run a greenhouse and collect plants from different cities that they are in. Similar to the “Plant Hunter” idea, the plants available would depend on the location of the user.",10
10,"“Greenify” Competition, website, app","a website that challenges school clubs, community organizations, and other groups that advocate sustainability to increase the “green” or “Street Nature Score” within their region of the community. Ideally, this would be portrayed as a competition, with rewards for groups that improve their region the most.",10
10,"“Street Spy“ paid service, complimentary feature on SNS website","When considering a neighborhood to live in this service will provide a series of street view images – similar to the google street view images. In addition to frequently updated images, the user would receive data concerning the neighborhoods Street Nature Score, average noise pollution and population density.",10
10,“Air Monitor” Website/ Phone app feature,Uses data of carbon dioxide emissions in an area with the current Street Nature Score of a region to provide a metric for air quality relative to other nearby regions.,10
10,"“Ghost” Customer Reviews, Phone app or website feature","Allows users to leave comments about an environment or community and pin it to a geographical location. Users can review the comments of those who have been there previously. Comments could be split into categories – such as entertainment, social atmosphere, and physical atmosphere – based on the topic.",10
10,"“Nature Rank” phone app, web feature",Allows people who visit a community to rank its appeal based on the aesthetics of the nature.,10
10,"“Noise Control” web feature, phone app",Provides geographic map that illustrates the distribution of noise pollution.,10
10,“Branch” website/phone app feature,"Street Nature Score feature that allows users to pin specific plants or natural sites on a map. This information would be cataloged for all users to access. Moreover, this could allow users to filter the nature score according specific plants or natural environments of his/her choice.",10
10,"“Virtual Forest” simulator (software, website, or phone app)",Allows the user to simulate adding different components of nature to an environment. The change in Street Nature Score would be used as a metric for how the addition would improve the environment.,10
10,“Street View” Nature Score,"With Street View Nature Score, the user will be able to see the street nature score but with Google Street View. So he will be able to see urban nature with his own eyes without being physically here.",10
10,Advice to grow urban nature,"The website will basically tell the user what actions he can undertake to increase the nature score of a neighborhood. Preferably, the advice will be specific to each neighborhood.",10
10,Street Nature Score smartphone application,This is a new way for the user to access the Street Nature Score. Instead of checking a website in a closed room and on a computer he can access information everywhere.,10
10,Add virtual reality nature on real nature,"On a real image displaying a street, the user have the possibility to add any nature items he wants to see what the place displayed would look like with more nature.",10
10,Street Noise Score,Noise pollution and urban nature are related. Furthermore people usually consider noise pollution as an important parameter for the pleasantness of a neighborhood. However it is usually unconscious or hard to determine without living in the neighborhood.,10
10,Contribution of the “Street Nature Score” community,Google Street View is a good tool but only offers a “street view”. What if the website displayed the “user view”? This is also a way to show places that are not reached by Google Street View.,10
10,Classify types of nature and propose filter to it,"In addition to giving a score, the website would precise what kind of nature is it: parks, just trees in the street, bushes, grass etc.",10
10,Generate trajectories close to nature,People usually like to be close to nature for any kind of activities. The website would propose places/trajectories for these kind of activities.,10
10,Offer interactive visit of a neighborhood,"Sometimes the user does not want to spend time understanding how a website works. So by clicking on a button he will just have to sit back, relax and enjoy a tour in the neighborhood.",10
10,Give information about the policy of the neighborhood/city on urban nature,Local authorities manage usually urban nature. They are very likely to have a specific plan and timeline to enhance the green value of their cities but people are often not aware of this.,10
10,Change over time,A timeline scroll allows users to see changes to greenery over time in an area.,10
10,3D Street Nature Score,"Users can use street view with the ""nature"" mapped into the view in 3D. So similar to the current 2D map but in three dimensions.",10
10,Types of Nature,Pins on a map differentiate between different types of nature in the surrounding area.,10
10,Live Feed,"Live and real-time satellite fed of area. The ""green"" mapping also changes in real-time.",10
10,Report Issues,"Users can report ""issues"" they stumble upon outside. For example, a broken tree branch that is potentially dangerous.",10
10,Vegetation Recommendation,"Recommend the best types of plants/vegetation to grow in the area searched, based on weather and amount of rainfall.",10
10,Area Selection,Users can click and drag to create a rectangle for which the nature score will be calculated.,10
10,Activity Recommendation,The website will recommend outdoor community events to the user within the area they searched.,10
10,Robot Camera,Self-moving robots can be controlled by users to explore the environment live.,10
10,Nature Scanner,Hand-held device that scans the surroundings and calculates the amount of nature it sees.,10
10,Nature Score Weight,"User's can see the components that make up their score, such as trees, water, parks, etc.",10
10,Map Filter View,"Filter view of parks, gardens, running trails, etc in the 2D map view",10
10,Neighborhood Forum,Users can submit there own comments or concerns about a neighborhood and start a discussion with other users,10
10,Use Photo Submission,When you look up as specific neighborhood or community it will show other users' submitted photos,10
10,Tile,Other real estate websites will have a tile embedded in the web page that shows the nature score and a link to street nature score's website,10
10,Recommended Attractions,When user search a neighborhood or address it will show nearby nature attractions such as parks or walking trails,10
10,Geotagging User Location,Cookies on other websites will allow street nature score to see which areas or attractions the user is interested in and will post ads or places similar to them,10
10,Nearby Friends,When you login with Facebook it will show friends who live in nearby neighborhoods,10
10,SNS for Realtors,Offer at a premium more in depth and detailed qualitative and quantitative data for real estate industry,10
10,Environmental Pollution,"SNS also offers scores of neighborhoods based on components that would reduce the environmental value such as freeways, sewage treatment plants, garbage dumps, etc.",10
10,Kevin Bacon,"This system will provide common nearby plants and features of nature for any given plant (in the system or catalog or source of compiled data). The idea is similar to Degrees of Bacon. Instead of movie cast, the plants are related by relative location to other envied plants",10
10,Healthy Land,Show areas on map that are known to have good soil for people interested in growing their own garden,10
10,Climate Map,Weather is displayed for each region that you are looking at and how it compliments the nature in the area,10
10,The Botanist Partner,The map shows the closest botanic stores to a location and give details about the items they have,10
11,Spine Pal,A metal brace put in the spine to relieve pressure from adjacent vertebra following surgery,11
11,Vertebral Body Replacement,Replace entire compressed vertebra with an implant of similar geometry and structural stiffness,11
11,Vertebral Plate,Plate attached to the outside of the vertebral body to stabilize compression fracture,11
11,Pressurized Implant,A balloon like implant to decompress nerves and restore vertebral height that will not be  significantly stiffer than the vertebrae to preserve ajacent vertebra,11
11,Donor Vertebra Replacement,Use a healthy vertebra from another patient,11
11,Bone Graft Replacement,Use bone from another place in the body to replace and stabilize fractures bone,11
11,Fluid filled implantable balloon,A balloon or bag filled with fluid to hydrostatically distribute stresses in the spine,11
11,Pedicle stability system,A pedicle screw system (similar to that used in fusion) designed for long-term load re-distribution around compromised fracture site,11
11,Nerve neutralization,Destroy the compromised sensory nerves so no pain is felt,11
11,Spinal jack,A threaded rod which expands within the vertebral body (like a car jack) to decompress the vertebra,11
11,Bio-degradable cement,"The cement serves as a short-term stability mechanism until fracture site heals, after which cement resorbs",11
11,Entire spine replacement,Use new implant vertebra throughout the entire spine to prevent compression fractures on surrounding vertebra,11
11,Pneumatic piston,"A piston device inside of the vertebral body to restore physiologic height, driven by air pressure (resistance)",11
11,Partial spine replacement,Use new implant vertebra for a section of the spine to prevent compression fractures on surrounding vertebra,11
11,Interbody spring system,A spring (or spring system) implanted within the vertebral body to restore native vertebra height,11
11,Self xray machine,A xray machine which could be used at home so that the patient could measure their own progress,11
11,Spongy Cement,New type of cement for kypho/vertebra plasty that better mimics the properties of trabercular bone,11
11,Systematic Cement,Add small amounts of cement at a time to prevent over filling or leakage,11
11,Bio-degradable cement,"The cement serves as a short-term stability mechanism until fracture site heals, after which cement resorbs",11
11,Pressure Free,A new version of cement that has a stiffness more similar to bone so that less pressure will be placed on surrounding vertebra,11
11,Patient Specific Cement Volume,Control the amount of cement on a patient-specific basis (pre-determined based on radiography,11
11,Spongy+Biodegradable balloon,Sponge like cement encased in the degradable balloon,11
11,Sheer thinning polymer cement,The material change its state from being spongy to liquid depending on the forces it experiences and needs to counterbalance,11
11,Methol Cement,Cement that aids in dulling the residual pain from the procedure.,11
11,Cement Cam,A camera attached to the end of the cement injection tool to help determine accuracy of injection,11
11,Patient Specific Needle Guide,Jigs which reference bony anatomy as determined pre-operatively,11
11,Location specific needle guide,Jigs which specific for different locations along the spine where the surgery needs to be perfomed,11
11,Volume Regulated Needle,Injection needle which regulates cement volume to prevent extrusion outside of vertebral body,11
11,Path Planner,Using xrays can help guide needle placement during kypho/vertebroplasty so the doctor does not need to drill through the pedicles to insert the balloon/cement,11
11,Single surgery tool,The same needle is used to first,11
11,Patient Specific Sensored Placement Guide,Instrumented device to electronically guide surgeon placement,11
11,Frontal Needle Insertion,The needle could be inserted through the ventral side of the patient,11
11,Heated needle to maintain cement viscosity,A needle which is temperature controlled in order to better control the viscosity of injected cement,11
11,Structured Needle (Inverse Discectomy Tool),The balloon and the cement could be inserted using a single tool. The tubes could fit into each other,11
11,Flexible Needle,The needle could have multiple segments such that is it flexible and thus the needle could have a curved path,11
11,Camera at needle tip,A camera at the end of the needle so that the path could be planned better,11
11,Camera needle + Segmented needle,A segmented needle which would have a camera the the tip. The camera would assist the path planning,11
11,Instrumented Balloon,Senses pressure in vertebral body & communicated info with surgeon so as not to overcompact trabecular bone,11
11,In Balloon,Leave balloon inside during kyphoplasty and inject cement into that,11
11,Spongy+ in balloon,Spongy cement inside a balloon which it will be injected it,11
11,The Bubble,Provides a film for the cement to be injected into to prevent leakage to adjacent areas,11
11,In balloon generated from tissue graft,Insert a tissue graft such that the tissue grown to provide a tissue lining which would act as the balloon,11
11,Tissue graft + bone graft,"A two step surgery, first let the tissue graft and insert the bone graft",11
11,The Plug,A stopper to be slipped into the needle channel to prevent cement leakage through pedicles.,11
11,Biodegradable balloon,Balloon biodegrades naturally after cement hardens to prevent cement leakage,11
11,Pressure sensitive balloon,A balloon which cannot be over-inflated (to avoid over-compaction of trabeculae),11
11,The Scoop,"Instead of using a balloon for kyphoplasty, this tool has a curve on the end that can be used to scoop/push the fractured trabecular bone out of the way to make room for the cement.",11
11,Vacuum,"Instead of using a balloon to compress the trabecular bone to make way for cement, utilize a vacuum to remove the fractured trabecular bone to make way for cement",11
11,Options Please,A phone app/ website that helps clarify all of the options(surgical and nonsurgery) for a specific injury,11
11,Patient Education ,An app to help determine what physio therapy is appropriate at what time during the recovery,11
11,Stand Tall,"Because Kyphoplasty also corrects the posture, market this as a surgery that will help older people get rid of their hunch ",11
11,Doctor Who?,A phone app/ website that provides information about different surgeons anf the procedures they do,11
11,"Doctor ""Smile"" Training",A doctor is trained to make his patients comfortable and he is competent with surgery,11
11,The Demo Machine,A mock-up for surgeons to practice their surgery until they feel confident about using the technique to make it more widely ,11
11,The Video Saviour,A video that doctors could show to their patients which will help them educate the patients about the surgery the right way,11
11,Expansion Exercise,A stretching plan to ease/relieve the pain caused by the fracture.,11
11,Walkie Tickie,A alarm clock which helps remind the user to take short breaks and go for walks,11
11,Physi-urself,Personal physiotherapy equipment which patients use and store at home,11
11,Flower Power!,A lot of back pain problems that people experience are stress induced. Flower scents are known to be great stress relievers. Having spas where people could get a flower aroma therapy would be a great stress reliever and in turn back pain relieved ,11
11,Spine Water Aerobics,Designing group therapy sessions for patients who have undergone a kyphoplasty surgery. Aqua exercises would be the beneficial because water helps reduce the weight load experienced by the back during the exercises,11
11,Bubble Therapy,A therapy that allows patients with compression fractures to heal in a way that could expand their vertebrae by lying on a bubble bed that forms to how their spine should be aligned (like a mold),11
11,Pain Away,A set of exercises that will help reduce pain by strengthening the core and surrounding muscles to help compensate,11
11,Back -exercise,A chair that patients can use immediately after surgery to help their back rehabilitate more quickly by using constant bending motion,11
11,Increased pain medication,"Surgeons prescribe higher amounts of pain medication for patients to cope with pain associated with compression fractures.  This could include opioid, marijuana, etc",11
11,Posture-Ometer,"Sensors attached to the back that will ping if the user is hunching over. Preventative measure to use after procedure to ensure secondary fractures aren't happening and if they are, they can be caught earlier.",11
11,Travel Back,Back support while traveling,11
11,Back Again,Back brace that mimics support and movement of spine so that surgery is not necessary,11
11,De-Compression Back Brace,Non-surgical treatment to decompress vertebrae using a brace,11
11,The Brace Backpack,An inconspicuous brace that functions as a small backpack to alleviate the pressure on a compression fracture.,11
11,Electronic exoskeleton,An exoskeleton designed to facilitate body movements while re-distributing load away from the fracture site,11
11,The Bubble Buddy,A vest you wear to support your upper body. Bubbles out for added support (using an app) at the troubled spot of the spine.,11
11,Straighten Up!,"Similar to the Bubble Buddy, a vest that helps support the user's upper body, keeping them from hunching over (which usually furthers the issues/pain). Could also be worn week sprior to surgery so balloon kyphoplasty not needed and can just do vertebroplasty)",11
11,Standy-By,A support while you are standing. A lot of people suffering from back pain are suggested to stand while working which is tiring to do. Hence a support along which they can stand straight will be helpful,11
11,Keep Straight Brace,A supportive brace to help the user maintain a proper posture (prior to spinal fractures).,11
11,Diet & exercise,A diet and exercise routine to promote bone remodeling & muscle strength (important for spine stability),11
11,Got Milk/ Osteoperosis Campaign,Osteoperosis is actually a pediatric disease so encouraging more calcium while young will help reduce the severity of osteoperosis.,11
11,Compression Shirt,A spandex shirt that will create additional back support for everyday activities to prevent repetitive stress on the vertebra.,11
11,Core focused activities for Seniors,"An exercise class, most likely conducted at senior centers, to strengthen senior's cores. This preventative measure would negate the degenerative effects of aging and weight on the spinal column to resist spinal compression fractures.",11
11,Education for those not seeking treatment,A marketing campaign designed to inform the 2/3 of compression fracture patients who do not seek medical attention about treatment opportunities,11
11,Table-saw' type needle,"A needle which senses the tissue type it encounters, disabled from piercing certain tissues (e.g. spinal cord)",11
11,Drilling out a uniform space to fill in cement,"If the fracture is such that it is spread out and might be difficult for the cement to get into all the small air spaces, we could drill out some more bone material to create a uniform space in which the cement could be filled",11
12,Many Bed Bot,A device that is made of several mini spines underneath a mattress in order to hold a particular position of a patient ,12
12,Thruster behind the robot,A Device that will push a robot in a trajectory motion,12
12,Platform Extensions,"There can be extensions on each plate to accommodate various body types or situations, such as spine-immobilization. This always allows the device to remain compact when necessary in tight spaces. ",12
